province,province_folder,kabupaten,year,tmax_annual,tmin_annual,tmean_annual,ppt_annual,ppt_std,credit_score
Maluku Utara,maluku_utara,KAB. HALMAHERA SELATAN,2025,30.69,23.36,27.02,436.3,71.93,593
Maluku Utara,maluku_utara,KAB. HALMAHERA TENGAH,2021,30.94,23.21,27.08,467.9,78.39,605
Maluku Utara,maluku_utara,KAB. HALMAHERA TENGAH,2022,30.71,23.03,26.87,211.0,25.26,615
Maluku Utara,maluku_utara,KAB. HALMAHERA TENGAH,2023,31.08,23.35,27.22,224.9,66.68,581
Maluku Utara,maluku_utara,KAB. HALMAHERA TENGAH,2024,30.99,23.48,27.23,302.4,103.12,603
Maluku Utara,maluku_utara,KAB. HALMAHERA TENGAH,2025,30.57,23.25,26.91,305.3,86.72,615
Maluku Utara,maluku_utara,KAB. HALMAHERA TIMUR,2021,30.53,22.88,26.7,379.0,65.51,609
Maluku Utara,maluku_utara,KAB. HALMAHERA TIMUR,2022,30.23,22.64,26.44,339.3,64.91,592
Maluku Utara,maluku_utara,KAB. HALMAHERA TIMUR,2023,31.13,23.39,27.26,210.9,46.86,587
Maluku Utara,maluku_utara,KAB. HALMAHERA TIMUR,2024,30.65,23.21,26.93,370.7,81.74,599
Maluku Utara,maluku_utara,KAB. HALMAHERA TIMUR,2025,30.4,23.12,26.76,443.9,61.19,602
Maluku Utara,maluku_utara,KAB. HALMAHERA UTARA,2021,29.86,22.35,26.11,324.0,65.41,611
Maluku Utara,maluku_utara,KAB. HALMAHERA UTARA,2022,30.07,22.52,26.29,318.5,72.09,625
Maluku Utara,maluku_utara,KAB. HALMAHERA UTARA,2023,30.88,23.19,27.04,257.0,101.6,597
Maluku Utara,maluku_utara,KAB. HALMAHERA UTARA,2024,30.69,23.24,26.97,329.5,78.56,619
Maluku Utara,maluku_utara,KAB. HALMAHERA UTARA,2025,30.1,22.88,26.49,318.2,64.69,598
Maluku Utara,maluku_utara,KAB. KEPULAUAN SULA,2021,30.81,23.11,26.96,524.8,61.93,599
Maluku Utara,maluku_utara,KAB. KEPULAUAN SULA,2022,30.35,22.74,26.54,327.5,70.66,618
Maluku Utara,maluku_utara,KAB. KEPULAUAN SULA,2023,31.02,23.3,27.16,335.2,38.01,618
Maluku Utara,maluku_utara,KAB. KEPULAUAN SULA,2024,29.67,22.43,26.05,267.6,102.66,626
Maluku Utara,maluku_utara,KAB. KEPULAUAN SULA,2025,29.74,22.59,26.17,200.0,80.44,617
Maluku Utara,maluku_utara,KAB. PULAU MOROTAI,2021,30.76,23.06,26.91,249.6,57.88,634
Maluku Utara,maluku_utara,KAB. PULAU MOROTAI,2022,30.07,22.51,26.29,341.4,55.32,625
Maluku Utara,maluku_utara,KAB. PULAU MOROTAI,2023,31.13,23.39,27.26,200.0,61.55,615
Maluku Utara,maluku_utara,KAB. PULAU MOROTAI,2024,30.3,22.93,26.62,286.7,78.13,599
Maluku Utara,maluku_utara,KAB. PULAU MOROTAI,2025,30.92,23.54,27.23,216.3,72.55,598
Maluku Utara,maluku_utara,KAB. PULAU TALIABU,2021,30.91,23.19,27.05,485.4,65.44,615
Maluku Utara,maluku_utara,KAB. PULAU TALIABU,2022,30.72,23.03,26.87,200.0,28.84,643
Maluku Utara,maluku_utara,KAB. PULAU TALIABU,2023,31.31,23.53,27.42,232.0,92.08,595
Maluku Utara,maluku_utara,KAB. PULAU TALIABU,2024,30.18,22.83,26.5,348.8,114.23,589
Maluku Utara,maluku_utara,KAB. PULAU TALIABU,2025,30.73,23.39,27.06,387.1,72.0,621
Maluku Utara,maluku_utara,KOTA TERNATE,2021,29.85,22.34,26.09,445.3,63.5,584
Maluku Utara,maluku_utara,KOTA TERNATE,2022,30.81,23.1,26.96,207.5,47.03,589
Maluku Utara,maluku_utara,KOTA TERNATE,2023,31.6,23.77,27.69,204.7,96.2,588
Maluku Utara,maluku_utara,KOTA TERNATE,2024,30.83,23.35,27.09,200.0,99.58,588
Maluku Utara,maluku_utara,KOTA TERNATE,2025,30.23,22.98,26.61,420.9,72.25,617
Maluku Utara,maluku_utara,KOTA TIDORE KEPULAUAN,2021,29.86,22.35,26.11,350.0,105.61,600
Maluku Utara,maluku_utara,KOTA TIDORE KEPULAUAN,2022,30.8,23.1,26.95,327.9,80.85,604
Maluku Utara,maluku_utara,KOTA TIDORE KEPULAUAN,2023,30.99,23.28,27.14,249.2,58.03,591
Maluku Utara,maluku_utara,KOTA TIDORE KEPULAUAN,2024,30.98,23.47,27.23,390.1,73.66,605
Maluku Utara,maluku_utara,KOTA TIDORE KEPULAUAN,2025,31.23,23.79,27.51,357.7,58.55,614
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. BIMA,2021,31.27,21.61,26.44,918.1,145.35,580
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. BIMA,2022,30.62,21.14,25.88,935.7,107.38,617
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. BIMA,2023,31.01,21.18,26.1,438.4,78.28,598
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. BIMA,2024,31.73,21.96,26.85,788.8,119.96,570
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. BIMA,2025,30.09,20.79,25.44,968.7,106.42,572
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. DOMPU,2021,30.73,21.17,25.95,893.2,119.46,573
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. DOMPU,2022,30.73,21.23,25.98,969.6,131.37,573
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. DOMPU,2023,30.11,20.46,25.28,690.8,109.69,609
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. DOMPU,2024,30.88,21.27,26.08,815.6,120.95,569
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. DOMPU,2025,30.86,21.4,26.13,1175.8,145.83,579
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK BARAT,2021,31.03,21.42,26.22,906.7,111.69,580
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK BARAT,2022,30.66,21.18,25.92,1037.0,77.07,597
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK BARAT,2023,30.34,20.64,25.49,608.1,80.33,606
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK BARAT,2024,30.87,21.27,26.07,765.4,107.33,578
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK BARAT,2025,30.28,20.94,25.61,1111.4,117.14,581
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TENGAH,2021,29.98,20.58,25.28,890.7,144.93,555
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TENGAH,2022,30.66,21.18,25.92,903.3,100.64,586
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TENGAH,2023,29.99,20.36,25.18,637.6,100.85,592
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TENGAH,2024,31.07,21.42,26.24,879.8,110.9,572
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TENGAH,2025,31.33,21.78,26.56,1067.5,131.7,573
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TIMUR,2021,30.77,21.21,25.99,932.5,152.26,576
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TIMUR,2022,30.22,20.83,25.53,879.5,115.52,593
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TIMUR,2023,30.57,20.82,25.7,670.1,120.59,597
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TIMUR,2024,31.07,21.42,26.25,853.8,110.51,588
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK TIMUR,2025,31.15,21.63,26.39,1071.0,143.85,560
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK UTARA,2021,30.45,20.96,25.7,808.2,141.5,568
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK UTARA,2022,29.73,20.43,25.08,915.1,114.09,602
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK UTARA,2023,30.96,21.14,26.05,753.9,110.47,590
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK UTARA,2024,30.94,21.32,26.13,801.5,127.1,595
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. LOMBOK UTARA,2025,29.98,20.7,25.34,979.9,128.34,605
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA,2021,29.76,20.4,25.08,944.9,130.22,582
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA,2022,29.93,20.59,25.26,972.8,110.71,594
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA,2023,30.98,21.15,26.07,572.1,103.97,594
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA,2024,31.61,21.86,26.73,823.9,115.44,586
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA,2025,30.91,21.44,26.17,1150.7,127.8,588
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA BARAT,2021,31.82,22.05,26.94,899.0,134.44,558
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA BARAT,2022,30.43,20.99,25.71,958.4,73.84,585
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA BARAT,2023,30.59,20.84,25.72,510.7,97.13,577
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA BARAT,2024,31.77,21.98,26.87,851.0,92.24,581
Nusa Tenggara Barat,nusa_tenggara_barat,KAB. SUMBAWA BARAT,2025,31.79,22.15,26.97,1078.7,125.1,568
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA BIMA,2021,30.85,21.28,26.07,955.2,123.95,560
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA BIMA,2022,30.86,21.34,26.1,891.9,93.91,590
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA BIMA,2023,30.52,20.79,25.66,483.4,97.29,602
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA BIMA,2024,31.56,21.82,26.69,840.5,140.11,543
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA BIMA,2025,30.93,21.46,26.19,1012.5,149.35,582
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA MATARAM,2021,30.1,20.67,25.38,869.0,119.49,584
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA MATARAM,2022,31.3,21.69,26.5,1015.9,107.29,596
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA MATARAM,2023,31.4,21.49,26.45,527.7,100.33,571
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA MATARAM,2024,31.21,21.53,26.37,867.1,126.09,555
Nusa Tenggara Barat,nusa_tenggara_barat,KOTA MATARAM,2025,30.58,21.18,25.88,1098.4,149.89,563
Nusa Tenggara Timur,nusa_tenggara_timur,KAB TIMOR TENGAH SELATAN,2021,30.28,21.57,25.92,403.8,110.1,589
Nusa Tenggara Timur,nusa_tenggara_timur,KAB TIMOR TENGAH SELATAN,2022,29.29,20.79,25.04,434.2,126.93,592
Nusa Tenggara Timur,nusa_tenggara_timur,KAB TIMOR TENGAH SELATAN,2023,30.69,21.7,26.19,200.0,105.83,584
Nusa Tenggara Timur,nusa_tenggara_timur,KAB TIMOR TENGAH SELATAN,2024,29.78,21.3,25.54,487.0,129.53,595
Nusa Tenggara Timur,nusa_tenggara_timur,KAB TIMOR TENGAH SELATAN,2025,31.34,22.37,26.85,510.5,121.59,568
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ALOR,2021,30.05,21.38,25.71,436.7,113.31,592
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ALOR,2022,30.59,21.83,26.21,379.6,91.08,569
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ALOR,2023,29.44,20.7,25.07,296.4,102.67,612
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ALOR,2024,30.61,21.97,26.29,433.1,163.42,562
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ALOR,2025,30.57,21.76,26.17,407.6,142.6,597
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. BELU,2021,29.93,21.29,25.61,426.5,134.26,572
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. BELU,2022,30.87,22.07,26.47,263.2,106.37,557
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. BELU,2023,30.12,21.24,25.68,286.3,118.3,599
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. BELU,2024,31.63,22.79,27.21,337.8,138.36,565
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. BELU,2025,31.29,22.33,26.81,458.5,154.11,543
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ENDE,2021,30.76,21.95,26.35,316.1,105.98,563
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ENDE,2022,29.76,21.17,25.47,471.2,135.62,611
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ENDE,2023,31.48,22.33,26.91,345.8,128.53,587
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ENDE,2024,30.59,21.96,26.28,284.9,158.57,529
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ENDE,2025,30.92,22.04,26.48,443.4,140.91,562
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. FLORES TIMUR,2021,30.77,21.97,26.37,511.4,145.4,594
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. FLORES TIMUR,2022,30.81,22.01,26.41,485.9,125.5,570
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. FLORES TIMUR,2023,30.33,21.41,25.87,338.8,90.17,591
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. FLORES TIMUR,2024,31.41,22.61,27.01,281.8,150.11,554
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. FLORES TIMUR,2025,30.29,21.53,25.91,479.1,134.59,564
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. KUPANG,2021,29.82,21.2,25.51,442.3,117.31,569
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. KUPANG,2022,30.97,22.15,26.56,418.3,123.72,591
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. KUPANG,2023,30.08,21.21,25.64,231.2,104.21,569
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. KUPANG,2024,31.31,22.53,26.92,511.6,133.74,570
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. KUPANG,2025,31.25,22.3,26.77,261.2,117.19,587
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. LEMBATA,2021,30.13,21.45,25.79,300.5,102.22,575
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. LEMBATA,2022,30.74,21.96,26.35,401.1,123.48,565
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. LEMBATA,2023,30.9,21.87,26.39,299.6,120.96,596
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. LEMBATA,2024,30.85,22.16,26.51,282.5,161.69,569
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. LEMBATA,2025,30.42,21.63,26.02,360.0,132.43,570
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MALAKA,2021,30.16,21.47,25.81,375.3,131.14,602
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MALAKA,2022,30.71,21.93,26.32,346.4,110.48,603
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MALAKA,2023,31.1,22.02,26.56,318.0,142.22,570
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MALAKA,2024,31.47,22.66,27.07,469.0,125.0,554
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MALAKA,2025,31.09,22.17,26.63,430.6,126.84,566
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI,2021,30.7,21.9,26.3,484.3,133.49,579
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI,2022,30.09,21.44,25.77,477.6,108.23,592
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI,2023,30.67,21.68,26.17,254.0,107.81,600
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI,2024,31.27,22.5,26.88,294.2,175.0,526
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI,2025,29.8,21.14,25.47,387.0,140.65,562
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI BARAT,2021,30.9,22.07,26.49,400.6,125.12,578
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI BARAT,2022,30.74,21.96,26.35,399.7,138.69,565
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI BARAT,2023,30.98,21.93,26.45,348.1,96.6,577
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI BARAT,2024,30.84,22.16,26.5,353.4,130.73,548
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI BARAT,2025,30.89,22.01,26.45,391.8,144.93,568
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI TIMUR,2021,30.08,21.41,25.74,546.2,112.53,592
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI TIMUR,2022,30.64,21.88,26.26,481.5,109.23,596
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI TIMUR,2023,30.98,21.93,26.46,200.0,132.87,572
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI TIMUR,2024,30.89,22.2,26.54,329.7,141.33,567
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. MANGGARAI TIMUR,2025,31.12,22.19,26.65,388.1,123.86,591
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NAGEKEO,2021,30.5,21.75,26.12,314.5,153.29,550
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NAGEKEO,2022,30.25,21.57,25.91,484.7,120.94,595
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NAGEKEO,2023,30.07,21.2,25.63,277.8,122.85,563
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NAGEKEO,2024,30.79,22.12,26.45,472.9,161.14,549
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NAGEKEO,2025,31.17,22.24,26.7,398.0,118.9,556
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NGADA,2021,30.31,21.59,25.95,424.4,134.16,592
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NGADA,2022,29.45,20.92,25.19,417.5,120.16,597
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NGADA,2023,30.42,21.48,25.95,381.6,117.42,586
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NGADA,2024,31.54,22.71,27.13,360.1,159.88,535
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. NGADA,2025,31.53,22.52,27.03,539.8,118.72,565
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ROTE NDAO,2021,30.49,21.74,26.11,381.1,133.32,567
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ROTE NDAO,2022,30.88,22.07,26.47,351.1,118.81,584
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ROTE NDAO,2023,29.55,20.79,25.17,393.7,103.4,589
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ROTE NDAO,2024,30.91,22.21,26.56,352.6,163.01,579
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. ROTE NDAO,2025,29.29,20.73,25.01,433.5,133.51,570
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SABU RAIJUA,2021,30.39,21.66,26.02,546.8,112.67,576
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SABU RAIJUA,2022,30.92,22.1,26.51,446.7,136.72,596
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SABU RAIJUA,2023,30.22,21.33,25.78,219.7,127.53,578
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SABU RAIJUA,2024,31.1,22.36,26.73,253.8,137.73,548
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SABU RAIJUA,2025,30.9,22.02,26.46,501.8,124.91,579
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SIKKA,2021,29.16,20.67,24.91,450.5,107.67,601
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SIKKA,2022,29.53,20.99,25.26,200.0,130.0,581
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SIKKA,2023,30.62,21.64,26.13,260.3,131.92,560
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SIKKA,2024,31.2,22.45,26.82,506.7,124.93,613
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SIKKA,2025,30.69,21.86,26.27,305.5,131.66,572
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT,2021,30.49,21.74,26.11,458.8,126.66,552
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT,2022,30.85,22.04,26.44,474.5,150.12,588
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT,2023,30.4,21.47,25.93,203.0,114.78,596
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT,2024,30.48,21.87,26.18,496.0,141.57,563
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT,2025,30.43,21.64,26.04,397.1,145.88,560
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT DAYA,2021,30.53,21.77,26.15,357.3,150.96,580
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT DAYA,2022,30.11,21.45,25.78,421.0,127.58,582
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT DAYA,2023,29.74,20.94,25.34,316.7,95.26,576
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT DAYA,2024,31.3,22.52,26.91,300.4,156.21,584
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA BARAT DAYA,2025,31.26,22.31,26.79,503.7,138.87,558
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TENGAH,2021,30.5,21.74,26.12,362.6,148.04,594
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TENGAH,2022,30.18,21.51,25.85,335.2,127.77,604
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TENGAH,2023,30.16,21.27,25.72,202.3,89.44,586
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TENGAH,2024,30.64,22.0,26.32,370.8,149.47,585
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TENGAH,2025,31.19,22.25,26.72,477.0,132.24,559
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TIMUR,2021,30.51,21.76,26.14,449.5,145.07,545
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TIMUR,2022,30.6,21.84,26.22,380.7,102.9,583
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TIMUR,2023,29.84,21.02,25.43,331.6,119.76,599
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TIMUR,2024,31.17,22.42,26.8,367.1,166.92,547
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. SUMBA TIMUR,2025,30.47,21.68,26.07,511.2,134.52,573
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. TIMOR TENGAH UTARA,2021,30.31,21.59,25.95,456.1,132.12,598
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. TIMOR TENGAH UTARA,2022,30.71,21.94,26.32,424.7,117.23,583
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. TIMOR TENGAH UTARA,2023,31.75,22.55,27.15,373.0,121.93,552
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. TIMOR TENGAH UTARA,2024,30.94,22.24,26.59,458.0,153.59,574
Nusa Tenggara Timur,nusa_tenggara_timur,KAB. TIMOR TENGAH UTARA,2025,30.72,21.88,26.3,410.5,133.89,577
Nusa Tenggara Timur,nusa_tenggara_timur,KOTA KUPANG,2021,29.03,20.57,24.8,425.5,118.65,567
Nusa Tenggara Timur,nusa_tenggara_timur,KOTA KUPANG,2022,31.33,22.43,26.88,419.7,99.96,587
Nusa Tenggara Timur,nusa_tenggara_timur,KOTA KUPANG,2023,30.53,21.57,26.05,200.0,118.19,590
Nusa Tenggara Timur,nusa_tenggara_timur,KOTA KUPANG,2024,31.03,22.31,26.67,454.0,133.96,570
Nusa Tenggara Timur,nusa_tenggara_timur,KOTA KUPANG,2025,30.73,21.88,26.31,325.6,145.62,583
Papua,p_a_p_u_a,KAB. BIAK NUMFOR,2021,32.14,23.48,27.81,746.5,57.33,577
Papua,p_a_p_u_a,KAB. BIAK NUMFOR,2022,32.26,23.36,27.81,734.9,64.88,587
Papua,p_a_p_u_a,KAB. BIAK NUMFOR,2023,31.96,23.43,27.69,604.7,46.12,571
Papua,p_a_p_u_a,KAB. BIAK NUMFOR,2024,31.96,23.65,27.81,844.6,56.37,596
Papua,p_a_p_u_a,KAB. BIAK NUMFOR,2025,30.93,22.87,26.9,736.7,47.12,638
Papua,p_a_p_u_a,KAB. JAYAPURA,2021,32.02,23.39,27.71,587.0,76.52,565
Papua,p_a_p_u_a,KAB. JAYAPURA,2022,31.72,22.92,27.32,664.3,50.11,584
Papua,p_a_p_u_a,KAB. JAYAPURA,2023,32.23,23.64,27.93,745.3,64.91,572
Papua,p_a_p_u_a,KAB. JAYAPURA,2024,31.42,23.21,27.32,776.2,42.47,605
Papua,p_a_p_u_a,KAB. JAYAPURA,2025,30.92,22.86,26.89,851.6,67.09,584
Papua,p_a_p_u_a,KAB. KEEROM,2021,31.88,23.27,27.58,628.8,66.99,593
Papua,p_a_p_u_a,KAB. KEEROM,2022,32.06,23.2,27.63,420.9,80.9,591
Papua,p_a_p_u_a,KAB. KEEROM,2023,31.88,23.36,27.62,787.8,42.71,605
Papua,p_a_p_u_a,KAB. KEEROM,2024,30.33,22.34,26.33,778.6,64.59,583
Papua,p_a_p_u_a,KAB. KEEROM,2025,30.2,22.29,26.24,691.0,96.47,613
Papua,p_a_p_u_a,KAB. KEPULAUAN YAPEN,2021,31.72,23.15,27.43,765.3,47.55,611
Papua,p_a_p_u_a,KAB. KEPULAUAN YAPEN,2022,31.01,22.35,26.68,592.9,65.17,612
Papua,p_a_p_u_a,KAB. KEPULAUAN YAPEN,2023,31.69,23.21,27.45,682.4,63.11,596
Papua,p_a_p_u_a,KAB. KEPULAUAN YAPEN,2024,31.84,23.55,27.7,655.1,67.51,590
Papua,p_a_p_u_a,KAB. KEPULAUAN YAPEN,2025,30.07,22.18,26.13,605.3,66.23,628
Papua,p_a_p_u_a,KAB. MAMBERAMO RAYA,2021,32.13,23.47,27.8,702.2,36.38,625
Papua,p_a_p_u_a,KAB. MAMBERAMO RAYA,2022,31.7,22.91,27.3,585.5,45.22,584
Papua,p_a_p_u_a,KAB. MAMBERAMO RAYA,2023,31.52,23.08,27.3,743.7,80.55,602
Papua,p_a_p_u_a,KAB. MAMBERAMO RAYA,2024,31.71,23.44,27.58,816.8,31.51,603
Papua,p_a_p_u_a,KAB. MAMBERAMO RAYA,2025,31.38,23.23,27.3,705.0,59.75,595
Papua,p_a_p_u_a,KAB. SARMI,2021,31.75,23.17,27.46,812.5,44.19,575
Papua,p_a_p_u_a,KAB. SARMI,2022,32.37,23.44,27.9,584.2,66.78,575
Papua,p_a_p_u_a,KAB. SARMI,2023,31.8,23.3,27.55,623.9,58.93,576
Papua,p_a_p_u_a,KAB. SARMI,2024,31.88,23.59,27.74,775.5,61.49,582
Papua,p_a_p_u_a,KAB. SARMI,2025,31.45,23.28,27.36,843.2,39.38,588
